"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"SERVIÇOS";"SEGMENTOS TURISTICOS";"LINGUAS"
R K FRANCO RODRIGUES - ME;JAPARATINGA - DIVING;"11.117.644/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;57.950.000;AL;Japaratinga;Japaratinga;RUA PRAIA BARREIRAS DE BOQUEIRÃO Nº 38 BOQUEIRÃO;(82) 98802-9940;;roosevelt2017@hotmail.com;;;"02.085885.75.0001-7";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário)";Serviços de Escafandria e Mergulho ,Passeios em barcos e lanchas;Turismo Náutico,Turismo de Sol e Praia;Nenhuma das Opções
RECIFE DIVE CENTRO DE TREINAMENTO E OPERADORA DE MERGULHO EIRELI-ME;RECIFE DIVE;"23.160.424/0001-19";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;R. JOSE MARINHO ALVES 95 ANDAR 1;(81) 99212-8488;;jscalado@hotmail.com;;;"16.077892.75.0001-5";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário)";Passeios em barcos e lanchas;Turismo de Aventura;Nenhuma das Opções
ALPES EVENTOS E ASSESSORIA EM VIAGENS ZZ LTDA - ME;ALPES EVENTOS E ASSESSORIA EM VIAGENS ZZ LTDA - ME;"06.572.566/0001-74";Sociedade Simples;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;4.127.000;SP;São Paulo;Bosque da Saúde;RUA PADRE MACHADO, 455 - CONJ 64;(11) 5083-4646;;financeiro@grupombk.com.br;;www.mbktravel.com.br;"26.052236.75.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário)";Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Enoturismo ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo Cultural,Turismo de Negócios e Eventos;Alemão ,Espanhol ,Inglês
IGUASSU WEB SOLUÇÕES LTDA - ME;TICKET LOKO;"10.448.022/0001-72";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;85.851.000;PR;Foz do Iguaçu;Centro;AVENIDA BRASIL, 74 SALA 01;(45) 3028-8043;;felipe.portinho@ticketloko.com.br;;;"18.080498.75.0001-2";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Caminhadas;Ecoturismo,Turismo de Aventura,Turismo Cultural;Espanhol ,Inglês
LET'S DIVE - MERGULHO E AVENTURA LTDA - ME;LET'S DIVE;"13.776.113/0001-25";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;57.030.150;AL;Maceió;Pajuçara;RUA CONDE DE IRAJÁ, 60 SALA 02;(82) 3316-5385;(82) 99838-0342;info@letsdive.com.br;luismiguel@letsdive.com.br;www.letsdive.com.br;"02.063563.75.0001-7";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário)";Serviços de Escafandria e Mergulho ,Passeios em barcos e lanchas ,Turismo Cinematográfico ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Pesca embarcada;Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Espanhol
DINIZ VIEIRA VIAGENS E TURISMO LTDA ME;ESCUNA INDIANA;"04.423.806/0001-43";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.200.160;ES;Guarapari;Centro;RUA JOAQUIM AUGUSTO RIBEIRO DE CASTRO, 145;(27) 9251-0985;;tucapitanga@hotmail.com;;www.escunaindiana.com.br;"08.060108.75.0001-0";"9329-8/99-NAÚTICA E LAZER; LOCAÇÃO DE, ALUGUEL DE  (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Passeios em barcos e lanchas;Turismo Náutico;Espanhol ,Inglês
PAULA VIANNA DUTRA SOARES;LOCA'L BIKE;"21.622.585/0001-51";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;73.778.000;GO;São Jorge;São Jorge;RUA 7, QD. 14, LT. 5A - CENTRO;(61) 8299-0716;(61) 8299-0716;pads4@hotmail.com;;www.localbikecafe.com.br;"09.078728.75.0001-8";"9329-8/99-BICICLETAS PARA FINS RECREATIVOS; EXPLORAÇÃO, LOCAÇÃO DE (Secundário)";Locação de Bicicletas para Fins Recreativos;Ecoturismo,Turismo de Aventura,Turismo Cultural;Inglês
NIRALDO LUIZ ECCARD;ECOBOCAINA;"24.770.924/0001-35";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;73.801.220;GO;Formosa;Centro;AREA RURAL SN KM 25 ENTRADA DO VOO LIVRE ;(61) 3468-4028;;niraldo_eccard@yahoo.com.br;;;"09.083370.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Serviços de Vôo Panorâmico ,Asa delta ,Caminhadas ,Escalada ,Parapente ,Rapel ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Montanhismo;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Espanhol ,Inglês
S.A.S SERVIÇOS E TRANSPORTES LTDA ME;S.A.S ENGENHARIA E TRANSPORTES;"04.849.948/0001-77";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;44.380.000;BA;Cruz das Almas;Cruz das Almas;PRAÇA SENADOR THEMISTOCLES, 502 - GALERIA BARRETO SALA 07;(75) 3621-1066;(75) 99810-5563;sasgerencia@gmail.com;;;"05.088004.75.0001-4";"7739-0/03-ESTANDES PARA FEIRAS E EVENTOS, SEM MONTAGEM; ALUGUEL DE, LOCAÇÃO DE
 (Secundário), 7490-1/99-ASSESSORIA E CONSULTORIA EM PROJETOS CULTURAIS (Secundário), 9001-9/06-ILUMINAÇÃO CÊNICA; SERVIÇOS DE (Secundário), 9001-9/06-ILUMINAÇÃO LIGADA ÀS ATIVIDADES ARTÍSTICAS, CÊNICAS; SERVIÇOS DE (Secundário)";Locação de Bicicletas para Fins Recreativos ,Locação de equipamentos náuticos (jet ski, banana boat, caiaque, esqui-aquático etc);Ecoturismo,Turismo Cultural,Turismo de Negócios e Eventos;Nenhuma das Opções
RICARDO OGUINO;RICAS TRILHAS VERDES;"11.214.224/0001-12";Sociedade Empresária;"13/10/2009";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;85.960.000;PR;Marechal Cândido Rondon;Marechal Cândido Rondon;RUA DOM JOÃO VI, 2206 ESPIGÃO;(45) 9922-4484;(45) 9107-4209;oguino1@hotmail.com;;www.ricastrilhasverdes.com;"18.034661.75.0001-3";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Arvorismo ,Caminhadas ,Escalada ,Rafting ,Rapel ,Tirolesa ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Montanhismo ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos);Ecoturismo,Turismo de Aventura,Turismo de Esporte;Alemão ,Espanhol ,Japonês
PAULA SALLES HERNANDEZ - ME;MH KITESCHOOL;"09.401.596/0002-97";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;62.595.000;CE;Cruz;Cruz;AV. BEIRA MAR, S/N - PRAIA DO PREÁ;(88) 99922-2614;;jeri@jeri.tur.br;;www.mhkiteschool.com;"06.029749.75.0002-6";"8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Primário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Turismo de Aventura,Turismo de Esporte,Turismo de Sol e Praia;Inglês
ACONTECIMENTOS AGÊNCIA DE PUBLICIDADE E PROPAGANDA LTDA;AGÊNCIA ACONTECIMENTOS DE PUBLICIDADE E PROPAGANDA;"63.592.489/0001-58";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;69.910.330;AC;Rio Branco;Morada do Sol;RUA MELÃO 177-QD.D.CS.08-MORADA DO SOL;(68) 9988-3143;;acontecimentosbtac@gmail.com;;;"01.062690.75.0001-3";"7319-0/04-CONSULTORIA EM MARKETING (Secundário), 7420-0/01-PRODUÇÃO FOTOGRÁFICA PARA FESTAS E OUTROS EVENTOS (Secundário)";Consultoria em Marketing;Turismo Cultural,Turismo de Negócios e Eventos;Espanhol
TRAMANDO ARTE ARTESANATOS LTDA - ME;TRAMANDO ARTE;"27.273.527/0001-46";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;79.290.000;MS;Bonito;Bonito;RUA CEL. PILAD REBUÁ Nº 1685;(67) 3255-3534;(67) 98411-8443;tuiuiu-artesanatos@bol.com.br;exatacontabilidadeadm@gmail.com;;"12.085356.75.0001-9";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Primário)";Venda de Artigos de Artesanato;Ecoturismo;Nenhuma das Opções
MS & M AGENCIA DE VIAGENS E TURISMO LTDA - ME;MS & M  AG. DE VIAGENS E TURISMO;"00.218.279/0001-84";Sociedade Empresária;"28/02/2003";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;75.901.285;GO;Rio Verde;Setor Central;RUA MAJOR OSCAR CAMPOS, 548  CENTRO                               ;(64) 3613-1019;(64) 3613-1019;fernandamsm@hotmail.com;;;"09.018983.75.0001-9";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;;Nenhuma das Opções
PAULA SALLES HERNANDEZ - ME;BELLA JERI & MH KITE SCHOOL;"09.401.596/0001-06";Empresário Individual (Não MEI);"29/04/2008";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;62.598.000;CE;Jijoca de Jericoacoara;Jijoca de Jericoacoara;RUA DO FORRÓ, S/N - VILA DE JERICOACOARA;(88) 99922-2614;;marcio@jeri.tur.br;bellajeri@gmail.com;www.mhkiteschool.com;"06.029750.75.0001-0";"5510-8/01-HOTEL (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Secundário)";Kitesurf ,Turismo fora de estrada em veículos 4 X 4 ou bugue;Turismo de Aventura,Turismo de Esporte,Turismo de Sol e Praia;Inglês
MURIEL MACIEL DE FREITAS ME;M & M CIA E MGD  LAZER & ENTRETENIMENTO;"22.081.800/0001-17";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;1.028.000;SP;São Paulo;Centro;RUA MAUÁ, 806 - APT 18;(11) 8693-3482;;mmcia.alt@gmail.com;;mgdlazer.com;"26.078424.75.0001-9";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo Cultural,Turismo de Negócios e Eventos;Nenhuma das Opções
ANNA CAROLINE SANTOS DA SILVA 01519994060;AMO GAROPABA;"18.049.099/0001-81";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;88.495.000;SC;Garopaba;Garopaba;AV JOAO ORESTES DE ARAUJO, 63 LOJA 3;(48) 99858-6623;;amogaropaba@gmail.com;alinemalaquias@hotmail.com;www.amogaropaba.com.br;"24.086251.75.0001-6";"7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Primário), 7721-7/00-MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE; LOCAÇÃO DE (Secundário)";Observação da fauna ,Observação da flora;Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Espanhol
ENVIGEO MEIO AMBIENTE GEOLOGIA E RECURSOS HÍDRICOS LTDA;ENVIGEO;"11.431.109/0001-08";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;93.180.000;RS;Portão;Portão;R IVOTI 120 SALA 01;(51) 3562-5867;(51) 3562-5867;envigeo@envigeo.com.br;;www.envigeo.com.br;"23.078117.75.0001-2";"7490-1/99-ASSESSORIA E CONSULTORIA EM PROJETOS CULTURAIS (Primário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 7490-1/99-CONSULTORIA EM ESTATÍSTICA; SERVIÇOS DE (Secundário), 7490-1/99-CONSULTORIA, ASSESSORIA EM PROJETOS DE MEIO AMBIENTE; SERVIÇOS DE (Secundário), 8550-3/02-ATIVIDADES DE APOIO À EDUCAÇÃO; GESTÃO, ASSESSORIA, CONSULTORIA, ORIENTAÇÃO E ASSISTÊNCIA (Secundário), 7490-1/99-CONSULTORIA DE ESPORTES (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Pesque-pague;Ecoturismo,Turismo Cultural,Turismo Rural;
EDSON OLIVEIRA DA SILVA CALHETAS;CALHETAS AVENTURA;"03.583.972/0001-44";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;54.590.000;PE;Cabo de Santo Agostinho;Santo Agostinho;R.DOS CARNEIROS N 755;(81) 3512-0894;;tirolesacalhetas@gmail.com;;;"16.082484.75.0001-2";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Tirolesa;Ecoturismo,Turismo de Esporte;Nenhuma das Opções
NEW ECO BRASIL VIAGENS E TURISMO E LOCAÇÃO DE VEÍCULOS LTDA - ME;NEW ECO BRASIL;"41.443.516/0001-98";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;60.110.300;CE;Fortaleza;Praia de Iracema;RUA JOÃO CORDEIRO, Nº 824 - SALA 04 ;(85) 99664-6100;(85) 3223-3502;wellingtonfranklin@yahoo.com.br;;;"06.076084.75.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Asa delta ,Caminhadas ,Escalada ,Kitesurf ,Windsurf ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Montanhismo ,Cavalgadas ,Passeios em barcos e lanchas ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos);Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Alemão ,Espanhol ,Russo ,Italiano ,Francês ,Hebraico ,Inglês
ECON - EMPRESA CONCORDIA DE ESTUDOS DA ADMINISTRACAO PUBLICA LTDA - ME;ECON - EMPRESA CONCORDIA DE ESTUDOS DA ADMINISTRACAO PUBLICA LTDA - ME;"14.731.523/0001-12";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;89.700.000;SC;Concórdia;Concórdia; R VITTORIO EMANUELE , 455;(49) 99913-6153;(49) 9191-5013;straussim@gmail.com;;;"24.091281.75.0001-6";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos,Turismo Rural;
DIMARIS PRODUTOS COLONIAS LTDA - ME;DIMARIS PRODUTOS COLONIAS;"06.210.142/0001-60";Sociedade Simples;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;95.700.000;RS;Bento Gonçalves;Bento Gonçalves;RS 444, KM 18,3;(54) 3459-1076;;jean.carraro@hotmail.com;;;"23.081096.75.0001-2";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Primário)";Venda de Artigos de Artesanato;Turismo Cultural,Turismo Rural;Italiano
VISTOS E VIAGENS LTDA ME;VISTOS WEB;"21.591.050/0001-60";Sociedade Simples;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;30.110.042;MG;Belo Horizonte;Funcionários;AV.CONTORNO 6166 LOJA 10;(31) 2515-0777;;junior.vistoseviagens@gmail.com;;www.vistoseviagens.com.br;"11.081331.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Consultoria em Marketing;Turismo de Negócios e Eventos;Nenhuma das Opções
FLAVIO  LIRA DE LIMA - ME;PORTO ADVENTURE;"14.305.842/0001-66";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;RUA DAS PISCINAS NATURAIS, S/N , LOJA 19 , GALERIA BANTU;(81) 8553-7252;;flavio_dive@hotmail.com;;;"16.063730.75.0001-5";"8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Secundário)";Serviços de Escafandria e Mergulho;Ecoturismo,Turismo de Esporte;Espanhol
TABULEIRO ECOAVENTURA E CAFE LTDA ME;TABULEIRO ECOAVENTURA E CAFE LTDA ME;"05.671.031/0001-98";Sociedade Empresária;"01/05/2003";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;88.140.000;SC;Santo Amaro da Imperatriz;Santo Amaro da Imperatriz;RD. PRINCESA LEOPOLDINA, 1900;(48) 3245-7602;;contato@apuamarafting.com.br;cafedotabuleiro@hotmail.com;WWW.APUAMARAFTING.COM.BR;"24.026506.75.0001-5";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Arvorismo ,Caminhadas ,Escalada ,Rafting ,Rapel ,Tirolesa;Ecoturismo,Turismo de Aventura,Turismo Náutico;Espanhol ,Hebraico ,Inglês
ARTE DE CRIAR CONSULTORIA LTDA - ME;ARTE DE CRIAR CONSULTORIA LTDA - ME;"07.686.166/0001-52";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;89.600.000;SC;Joaçaba;Joaçaba;ROD SC  303, KM 03;(49) 9142-6680;(49) 9997-1008;traute.limberger@gmail.com;;;"24.061953.75.0001-9";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos ,Consultoria da Área de Estatística/Economia para o Turismo;Turismo Cultural,Turismo de Negócios e Eventos,Turismo Rural;Alemão ,Espanhol
SERVIÇO SOCIAL DA INDUSTRIA SESI;UNIDADE OPERACIONAL DE LAZER OLAVO COSTA CAMPOS;"03.786.187/0010-80";Serviço Social Autônomo;;Empresa de Médio ou Grande Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;76.710.000;GO;Aruanã;Aruanã;AV:ALTAMIRO CAIO PACHECO S/N LOTE:46 A 53, QD:23, SETOR RESIDENCIAL JOÃO ROSATO ;(62) 3376-1221;;aruana.sesi@sistemafieg.org.br;;www.sesiaruana.com.br;"09.054423.75.0010-0";"5510-8/01-HOTEL (Secundário), 9312-3/00-CLUBE DE VÔO (Secundário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Ecoturismo,Turismo de Pesca,Turismo de Sol e Praia;Nenhuma das Opções
MICHELE MUHLBAUER REPRESENTACOES LTDA - ME;MIKAPE REPRESENTACOES;"23.275.526/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;7.600.000;SP;Mairiporã;Mairiporã;RUA HERMINIA FORNAZEIRO ROMARO, N°: 26;(11) 3672-1858;;michelemuhlbauer@hotmail.com;;www.mikape.com.br;"26.074612.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Serviços de Vôo Panorâmico ,Gestão de Campos de Golfe ,Caminhadas ,Windsurf ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Balonismo ,Cavalgadas ,Passeios em barcos e lanchas ,Enoturismo ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Cinematográfico ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo de Negócios e Eventos,Turismo Rural,Turismo Acessível (pessoas com deficiência ou mobilidade reduzida);Alemão ,Espanhol ,Francês ,Inglês
LUCIANA KRAMER DA COSTA SOARES;TOUR PELO MUNDO;"23.677.493/0001-02";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;22.040.001;RJ;Rio de Janeiro;Copacabana;RUA BARATA RIBEIRO 399 APT 704;(21) 99227-4181;;grupotourpelomundo@gmail.com;lucianakramer@tourpelomundo.com;www.tourpelomundo.com;"19.076218.75.0001-6";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 8592-9/99-ARTESANATO; CURSO, ENSINO DE (Secundário)";Arvorismo ,Asa delta ,Caminhadas ,Escalada ,Parapente ,Rapel ,Kitesurf ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Observação astronômica ,Espeleoturismo ,Balonismo ,Canoagem ,Montanhismo ,Cavalgadas ,Enoturismo ,Turismo Cinematográfico ,Turismo Gastronômico (ou visitas gastronômicas) ,Pesca embarcada ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Ecoturismo,Turismo de Negócios e Eventos,Turismo Rural;Espanhol ,Francês ,Inglês
ACADEMIA DE POS GRADUAÇÃO EM MEDICINA LTDA -ME;ACADEMIA DE PÓS - GRADUAÇÃO EM MEDICINA;"03.676.813/0001-94";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;74.120.110;GO;Goiânia;Setor Oeste;RUA JOÃO DE ABREU  N1155 SALA A31 ANDAR QD. F 8 LT. 49 E SETOR OESTE;(62) 3646-3257;(62) 9611-9800;administrativo@apmbrasil.med.br;;;"09.081567.75.0001-7";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Turismo Cultural,Turismo de Negócios e Eventos;Inglês
COMERCIALIZA STRATEGIA-COMUNICAÇÃO E MARKETING LTDA;STRATEGIA COMUNICAÇÃO E MARKETING;"06.240.571/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;91.780.000;RS;Porto Alegre;Belém Novo;R SENO ANTONIO CORNELY 55 - ABERTA DOS MORROS;(51) 8152-3433;(51) 3516-3433;strategia@strategiaconsultoria.com.br;luzinhathome@gmail.com;www.strategiaconsultoria.com.br;"23.077884.75.0001-9";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";Consultoria em Marketing;;Nenhuma das Opções
EDMILSON FERREIRA FRANCO - ME;GOLD PROJECT;"21.565.267/0001-04";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;18.079.390;SP;Sorocaba;JARDIM RESIDENCIAL IMPERATRIZ;R DAVID DIAS SABOIA, 158;(15) 99727-2116;;fenix8.contabilidade@hotmail.com;;;"26.080392.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Consultoria da Área de Estatística/Economia para o Turismo;Turismo de Aventura,Turismo de Negócios e Eventos,Turismo de Sol e Praia;
